Plant Name,Family,Book,Page start,Page end,1. Flowering 🌼,2. Fruiting 🍊,2A. Dormancy💤,3. Deciduous 🍂,4. Bulbous root 🥔,4A. Rhizomatous 🌾,5. Water Plant 🌊?,5A. Perennial♾️,6. Herb 🌿,7. Shrub🌴,8. Tree🌳,9. Climber🧗‍♀️,10. Creep-ing🐌,11. Succu-lent🌵,11A. Tropical rainforest habitat☔,11B. Insectivorous🦟,11C. Parasitic 🧛,12. Full Sun ☀️,13. Semi-Shade 🌤️,14. Shade ☁️,15. Hot 🔥,16. Warm 🌡️,17. Cold ❄️,18. Wind Tolerant 💨?,18A. Wind Sensitive🛡️,19. Cold-phobia 😨?,20. Salt Tolerant 🧂,21. Drought tolerant🏜️,22. Moist 💧,23. Requring lots of water 🌧️,23A. Moist-phobia🚫,24. Drought-sensitive🥀,25. Thermo-sensitive 🥵,25A. Barren tolerant🗿,25B. Antipollution 🔄,26. Lightly toxic🟡,27. Toxic🟠,28. Heavily toxic 🔴,Count of cell with logo,,,,
Paphiopedilum tigrinum (Paphiopedilum markianum),Orchidaceae,6,212,,3-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum venustum var. album,Orchidaceae,6,212,,11-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum wardii,Orchidaceae,6,213,,12-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paraphalaenopsis labukensis,Orchidaceae,6,213,,6-8,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Paraphalaenopsis serpentilingua,Orchidaceae,6,213,,6-10,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Pecteilis sagarikii,Orchidaceae,6,214,,8-11,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Peristylus tentaculatus,Orchidaceae,6,214,,9-1,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Phaius tankervilliae,Orchidaceae,6,215,,3-5,,,,,🌾,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,4,,,,
Phaius tankervilliae var. albus,Orchidaceae,6,215,,1-4,,,,,🌾,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,4,,,,
Phaius wallichii,Orchidaceae,6,216,,3-4,,,,,🌾,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,4,,,,
Phalaenopsis aphrodite,Orchidaceae,6,216,,12-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis amboinensis,Orchidaceae,6,217,,1-3,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis celebensis,Orchidaceae,6,217,,3-4,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Phalaenopsis cornucervi,Orchidaceae,6,218,,4-10,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis lindenii,Orchidaceae,6,219,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis mannii var. flava,Orchidaceae,6,219,,3-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis parishii,Orchidaceae,6,219,,3-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis schilleriana,Orchidaceae,6,220,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis stuartiana,Orchidaceae,6,220,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis thailandica,Orchidaceae,6,221,,3-5,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis violacea var. alba,Orchidaceae,6,221,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Phalaenopsis wilsonii,Orchidaceae,6,222,,4-7,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Pholidota chinensis,Orchidaceae,6,222,,4-5,9,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Pholidota imbricata,Orchidaceae,6,223,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Plectrelminthus caudatus,Orchidaceae,6,223,,12-3,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Pleione aurita,Orchidaceae,6,224,,3-4,,11-1,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Pleione bulbocodioides,Orchidaceae,6,224,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Podangis dactyloceras,Orchidaceae,6,225,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Pomatocalpa spicata,Orchidaceae,6,225,,12-4,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Prosthechea cochleata (Epidendrum cochleata),Orchidaceae,6,226,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Prosthechea cochleata var. alba,Orchidaceae,6,226,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Prosthechea radiata (Encyclia radiata),Orchidaceae,6,227,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Renanthera coccinea,Orchidaceae,6,227,,4-6,9-10,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Renanthera matutina,Orchidaceae,6,228,,1,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Renanthera monachica,Orchidaceae,6,228,,1-6,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Rhyncholaelia digbyana,Orchidaceae,6,229,,5-7,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,🚫,,,,,,,,,5,,,,
Rhynchostylis retusa,Orchidaceae,6,229,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Robiquetia cerina,Orchidaceae,6,230,,,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Rodriguezia lanceolata (Rodriguezia secunda),Orchidaceae,6,230,,,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Schomburgkia lueddemanii,Orchidaceae,6,231,,4-9,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Schomburgkia thomsoniana,Orchidaceae,6,231,,5-9,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Schomburgkia tibicinis,Orchidaceae,6,232,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Seidenfadenia mitrata,Orchidaceae,6,232,,3-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Spathoglottis affinis,Orchidaceae,6,233,,10-11,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Spathoglottis plicata,Orchidaceae,6,233,,3-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,😨,,,,,,,,,,,,,4,,,,
Spathoglottis plicata var. alba,Orchidaceae,6,234,,10-11,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,😨,,,,,,,,,,,,,5,,,,
Spathoglottis pubescens,Orchidaceae,6,234,,7-9,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,,,,,,,,,,,5,,,,
Spiranthes hongkongensis,Orchidaceae,6,235,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Spiranthes sinensis,Orchidaceae,6,235,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Stelis argentata,Orchidaceae,6,236,,5-11,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Tainia hongkongensis,Orchidaceae,6,236,,2-3,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Tainia ruybarrettoi,Orchidaceae,6,237,,3,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Tetramicra elegans,Orchidaceae,6,237,,5-9,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Thrixspermum centipeda,Orchidaceae,6,238,,8-9,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,,,,,,,,,,,5,,,,
Trichoglottis latisepala,Orchidaceae,6,238,,4-6,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Trichoglottis philippinensis var. brachiata (Trichoglottis atropurpurea),Orchidaceae,6,239,,4-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Trichoglottis rosea var. breviracema,Orchidaceae,6,239,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,,,,,
Trichotosia paludosa,Orchidaceae,6,240,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Trichotosia velutina,Orchidaceae,6,240,,11-12,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Trichotosia vulpina,Orchidaceae,6,241,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Trigonidium egertonianum,Orchidaceae,6,241,,1-5,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Vanda denisoniana var. orange,Orchidaceae,6,242,,3-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Vanda lamellata,Orchidaceae,6,242,,4-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Vanda pumila,Orchidaceae,6,243,,1-5,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Vanda teres,Orchidaceae,6,243,,1-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Vanda teres var. alba,Orchidaceae,6,244,,11-6,,,,,,,,,,,,,,,,,☀️,,,,🌡️,,,,,,🏜️,,,,,,,,,,,3,,,,
Vanilla aphylla,Orchidaceae,6,244,,8-9,,,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Vanilla planifolia,Orchidaceae,6,245,,4,,,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Zeuxine gracilis,Orchidaceae,6,245,,9-10,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Schoepfia chinensis,Olacaceae,6,246,,2-4,4-6,,🍂,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Zeuxine strateumatica,Orchidaceae,6,246,,1-3,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Asplenium antiquum 'Victoria',Aspleniaceae,6,247,,-,-,-,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Asplenium australasicum,Aspleniaceae,6,247,,-,-,-,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Asplenium nidus,Aspleniaceae,6,248,,-,-,-,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Asplenium nidus var. Plicatum,Aspleniaceae,6,248,,-,-,-,,,,,,,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Asplenium prolongatum,Aspleniaceae,6,248,,-,-,-,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Adiantum capillus veneris,Adiantaceae,6,249,,-,-,-,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Adiantum flabellulatum,Adiantaceae,6,249,,-,-,-,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Pandanus amaryllifolius,Pandanaceae,6,250,,-,-,-,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,😨,,,,🌧️,,,,,,,,,5,,,,
Pandanus austrosinensis,Pandanaceae,6,250,,5-6,,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,,,,,,,,🌧️,,,,,,,,,4,,,,
Pandanus kaida,Pandanaceae,6,251,,5-6,-,-,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Pandanus pygmaeus 'Golden Pygmy',Pandanaceae,6,251,,-,-,-,,,,,,,🌴,,,,,,,,☀️,,☁️,🔥,🌡️,,,,😨,,,💧,,,,,,,,,,7,,,,
Pandanus tectorius,Pandanaceae,6,252,,1-5,-,-,,,,,,,🌴,🌳,,,,,,,☀️,,☁️,🔥,🌡️,,,,😨,,,💧,,,,,,,,,,8,,,,
Pandanus utilis,Pandanaceae,6,252,,9-11,-,-,,,,,,,,🌳,,,,,,,☀️,,,🔥,,,,,,,🏜️,,🌧️,,,,,,,,,5,,,,
Pandanus veitchii,Pandanaceae,6,252,,-,-,-,,,,,,,,🌳,,,,,,,☀️,,☁️,🔥,,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Cochlospermum religiosum,Bixaceae,6,253,,4-11,,,🍂,,,,,,,🌳,,,,,,,☀️,,,🔥,,,,,😨,,🏜️,💧,,,,,,,,,,7,,,,
Asclepiadaceae,,6,254,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,,,,
Asclepias curassavica,Asclepiadaceae,6,254,,1-12,8-12,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,🟠,,7,,,,
Asclepias curassavica 'Silky Gold',Asclepiadaceae,6,254,,1-12,1-12,,,,,,,,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,🟠,,6,,,,
Asclepias physocarpa (Gomphocarpus physocarpus),Asclepiadaceae,6,255,,6-10,8-12,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Calotropis gigantea,Asclepiadaceae,6,255,,1-12,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,😨,,🏜️,💧,🌧️,,,,,,,,🔴,8,,,,
Calotropis procera,Asclepiadaceae,6,256,,5-1,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,,,,,,,🏜️,💧,,,,,,,,,🔴,6,,,,
Caralluma crenulata,Asclepiadaceae,6,256,,10-11,,,,,,,,🌿,,,,,🌵,,,,☀️,,,🔥,,,,,,,🏜️,,,🚫,,,,,,,,6,,,,
Caralluma foulcheri-delboscii var. greenbergiana,Asclepiadaceae,6,257,,5,,,,,,,,🌿,,,,,🌵,,,,☀️,,,🔥,,,,,,,🏜️,,,🚫,,,,,,,,6,,,,
Caralluma socotrana,Asclepiadaceae,6,257,,10-11,,,,,,,,🌿,,,,,🌵,,,,☀️,,,🔥,,,,,,,🏜️,,,,,,,,,,,5,,,,
Ceropegia armandii,Asclepiadaceae,6,258,,10-11,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,,,,,,,,,,,7,,,,
Ceropegia rendallii,Asclepiadaceae,6,258,,12,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,☀️,🌤️,,,,,,,,,🏜️,,,,,,,,,,,6,,,,
Ceropegia sandersonii,Asclepiadaceae,6,259,,4-8,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,,,🚫,,,,,,,,8,,,,
Ceropegia stapelliformis,Asclepiadaceae,6,259,,3-9,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,☀️,🌤️,,🔥,🌡️,,,,,,,,,🚫,,,,,,,,8,,,,
Ceropegia woodii,Asclepiadaceae,6,260,,4-6,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,🔥,🌡️,,,,,,,,,🚫,,,,,,,,7,,,,
Ceropegia woodii 'Variegata',Asclepiadaceae,6,260,,4-6,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,🔥,🌡️,,,,,,,,,🚫,,,,,,,,7,,,,
Cryptostegia grandiflora,Asclepiadaceae,6,261,,3-5,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,☀️,🌤️,,🔥,🌡️,,,,😨,,,,,🚫,,,,,,,🔴,10,,,,
Dischidia australis,Asclepiadaceae,6,261,,4-7,5-8,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,🏜️,,,,,,,,,,,4,,,,
Dischidia hirsuta,Asclepiadaceae,6,262,,,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,,,🌡️,,,,,,🏜️,,,,,,,,,,,5,,,,
Dischidia nummularia,Asclepiadaceae,6,262,,5,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,,,,😨,,🏜️,,,,,,,,,,,7,,,,
Dischidia pectinoides,Asclepiadaceae,6,263,,5-10,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,,,,,,🏜️,,,🚫,,,,,,,,7,,,,
Dischidia pectinoides 'Variegata',Asclepiadaceae,6,263,,6-10,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,,,,,,🏜️,,,🚫,,,,,,,,7,,,,
Dischidia philippinensis,Asclepiadaceae,6,263,,6-10,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,,,,,,🏜️,,,🚫,,,,,,,,7,,,,
Dischidia platyphylla,Asclepiadaceae,6,264,,4,,,,,,,,🌿,,,🧗‍♀️,,🌵,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,5,,,,
Dischidia ruscifolia,Asclepiadaceae,6,264,,8-10,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,,,,,🏜️,,,,🚫,,,,,,,,7,,,,
Dischidia ruscifolia 'Variegata',Asclepiadaceae,6,264,,8-10,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,,,,,🏜️,,,,🚫,,,,,,,,7,,,,
Echidnopsis cereiformie,Asclepiadaceae,6,265,,2-3,,,,,,,,🌿,,,,,🌵,,,,☀️,,,,🌡️,,,,,,🏜️,,,🚫,,,,,,,,6,,,,
Fockea edulis,Asclepiadaceae,6,265,,8-9,,,,,🌾,,,🌿,,,🧗‍♀️,,🌵,,,,☀️,,,🔥,🌡️,,,,,,🏜️,,,🚫,,,,,,,,9,,,,
Frerea indica,Asclepiadaceae,6,265,,11,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,☀️,,,🔥,,,,,,,🏜️,,,🚫,,,,,,,,7,,,,
Graphistemma pictum,Asclepiadaceae,6,266,,,,,,,,,,🌿,,,🧗‍♀️,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,🚫,,,,,,,,7,,,,
Gymnema sylvestre,Asclepiadaceae,6,266,,4-11,9-12,,,,,,,,,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Hoodia ruschii,Asclepiadaceae,6,267,,3-4,,,,,,,,🌿,,,,,🌵,,,,☀️,,,🔥,🌡️,,,,,,🏜️,,,,,,,,,,,6,,,,
Hoya australis,Asclepiadaceae,6,267,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya bella,Asclepiadaceae,6,268,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya callistophylla,Asclepiadaceae,6,268,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya carnosa,Asclepiadaceae,6,269,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya carnosa 'Compacta Regalis',Asclepiadaceae,6,269,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Hoya carnosa 'Krimson Queen',Asclepiadaceae,6,270,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya caudata,Asclepiadaceae,6,270,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya crassicaulis,Asclepiadaceae,6,270,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya davidcummingii,Asclepiadaceae,6,271,,9-1,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya densifolia,Asclepiadaceae,6,271,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya griffithii,Asclepiadaceae,6,271,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya ilagiorum,Asclepiadaceae,6,272,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya imperialis,Asclepiadaceae,6,272,,9-10,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya kanyakumariana,Asclepiadaceae,6,272,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya kerrii,Asclepiadaceae,6,273,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya kerrii 'Variegata',Asclepiadaceae,6,273,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya lacunosa,Asclepiadaceae,6,273,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya lasiantha,Asclepiadaceae,6,273,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya linearis,Asclepiadaceae,6,274,,10-11,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya mindorensis,Asclepiadaceae,6,274,,,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya multiflora,Asclepiadaceae,6,274,,1-12,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya nummularioides,Asclepiadaceae,6,275,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya pachyclada,Asclepiadaceae,6,275,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya patella 'Pink',Asclepiadaceae,6,275,,3-5,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya pubicalyx,Asclepiadaceae,6,276,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya pubicalyx 'Red Button',Asclepiadaceae,6,276,,4-10,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya retusa,Asclepiadaceae,6,276,,4-10,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya rotundiflora,Asclepiadaceae,6,277,,4-10,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Hoya wallichii,Asclepiadaceae,6,277,,5-9,,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Huernia aspera,Asclepiadaceae,6,277,,7-10,,12-2,,,,,,🌿,,,,,🌵,,,,☀️,🌤️,,🔥,🌡️,,,,,,🏜️,,,,,,,,,,,7,,,,
Huernia rosea,Asclepiadaceae,6,278,,7-9,,12-2,,,,,,🌿,,,,,🌵,,,,,🌤️,,🔥,🌡️,,,,,,🏜️,,,,,,,,,,,6,,,,
